"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-03",102.7556,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-04",102.6009,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-05",102.3891,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-06",102.072,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-07",101.378,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-08",100.4086,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.45264,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.85518,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.65329,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2011-12",98.77338,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.053,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.34087,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.77735,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.1465,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.2597,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.227,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.1833,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.9817,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.57652,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.00538,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.53413,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.40781,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.74173,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.30775,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.88052,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-04",100.2115,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-05",100.3366,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-06",100.5251,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.7744,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.9018,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-09",100.9753,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-10",101.1263,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.3556,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.5231,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.538,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.4518,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-03",101.3631,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-04",101.4438,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-05",101.6081,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-06",101.7312,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-07",101.8455,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-08",101.8776,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-09",101.7135,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-10",101.3271,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-11",101.0042,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2014-12",100.8486,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-01",100.6646,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-02",100.4731,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-03",100.2956,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-04",100.1051,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-05",100.064,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-06",100.0946,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-07",100.0997,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-08",100.0527,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-09",99.93201,
"SWE","CCI","AMPLITUD","LTRENDIDX","M","2015-10",99.80802,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.66709,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.02283,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2008-07",98.5994,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2008-08",98.35862,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2008-09",98.01685,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.55173,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2008-11",97.33379,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2008-12",97.16002,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.87667,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.59716,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.52937,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-04",96.60298,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-05",96.64927,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-06",96.90542,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.1419,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-08",96.99985,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-09",96.69825,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-10",96.34215,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-11",96.29969,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2009-12",96.49504,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-01",96.70979,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-02",96.81081,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-03",96.96383,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-04",97.21171,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-05",97.57583,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-06",97.96461,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.25203,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-08",98.50579,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-09",98.68272,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-10",98.66084,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.69207,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.8906,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-01",99.06129,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-02",99.08172,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-03",98.9664,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.83784,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.92139,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-06",99.25278,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-07",99.49762,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-08",99.42358,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-09",99.18132,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-10",98.92554,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-11",98.84916,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2011-12",99.05228,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-01",99.39328,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-02",99.56368,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-03",99.72739,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-04",99.97173,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-05",100.0929,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-06",100.1753,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-07",100.2643,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-08",100.1264,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.87309,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.81856,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.97765,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2012-12",100.3124,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-01",100.4069,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-02",100.1711,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.96578,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.85766,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.81083,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.86859,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.0767,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.0173,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-09",99.61224,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-10",99.07133,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.5795,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.20544,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-01",97.85784,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-02",97.87231,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-03",98.23856,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-04",98.60048,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-05",98.8067,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-06",98.86648,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-07",98.84059,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-08",98.83736,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-09",98.9413,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.04245,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.18903,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.21234,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.07998,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.01606,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.09938,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-04",99.15285,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-05",99.26302,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-06",99.35139,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-07",99.20164,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.97046,
"MEX","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.78477,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-05",98.87074,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-06",98.22932,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.70432,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.5198,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.43076,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-10",97.19775,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.91754,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.5955,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.37753,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.63032,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-03",97.19257,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.81505,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-05",98.24292,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-06",98.59225,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-07",98.906,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-08",99.23981,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-09",99.68655,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.0104,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.1828,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.3489,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-01",100.6552,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-02",100.8575,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-03",100.756,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-04",100.4603,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-05",100.0397,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-06",99.60947,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-07",99.21979,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-08",99.09245,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-09",98.94714,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-10",98.82169,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.63723,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.42038,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-01",98.11705,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-02",97.87381,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-03",97.89,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-04",98.12926,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-05",98.57726,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-06",98.71241,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-07",98.58855,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-08",98.32931,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-09",98.02627,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-10",97.7727,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-11",97.66041,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2011-12",97.66273,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-01",97.82736,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-02",97.93566,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-03",97.90201,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-04",97.85883,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-05",97.9808,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-06",98.17354,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-07",98.37053,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-08",98.43713,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-09",98.44083,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-10",98.52021,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-11",98.78452,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2012-12",98.86377,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-01",98.85285,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-02",98.76501,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-03",98.67169,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-04",98.69373,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-05",98.88512,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.38827,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-07",100.1621,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-08",100.8009,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-09",101.1469,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-10",101.1982,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-11",101.1668,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2013-12",101.2492,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-01",101.5294,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-02",101.8318,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-03",102.134,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-04",102.4254,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-05",102.6144,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-06",102.624,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-07",102.5085,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-08",102.4122,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-09",102.2656,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-10",102.1721,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-11",102.0546,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2014-12",102.0234,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-01",102.0742,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-02",102.2004,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-03",102.3261,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-04",102.3246,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-05",102.1668,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-06",102.1321,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-07",102.0318,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-08",101.8884,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-09",101.6972,
"GBR","CCI","AMPLITUD","LTRENDIDX","M","2015-10",101.5379,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-05",99.80032,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-06",99.29197,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-07",99.19024,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-08",99.30923,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-09",99.43417,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-10",99.43398,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-11",99.3677,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2008-12",99.34588,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-01",99.45792,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-02",99.65506,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-03",99.86978,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-04",100.0501,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-05",100.1765,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-06",100.22,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-07",100.1553,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-08",100.0556,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-09",100.0187,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-10",100.1281,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-11",100.3502,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2009-12",100.6572,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-01",101.036,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-02",101.413,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-03",101.6914,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-04",101.7914,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-05",101.7883,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-06",101.7657,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-07",101.773,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-08",101.8014,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-09",101.8229,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-10",101.8082,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-11",101.7513,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2010-12",101.6385,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-01",101.4583,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-02",101.2683,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-03",101.144,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-04",101.137,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-05",101.1681,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-06",101.1269,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-07",100.933,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-08",100.6701,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-09",100.4558,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-10",100.3804,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-11",100.3971,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2011-12",100.4437,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-01",100.4721,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-02",100.4481,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-03",100.323,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-04",100.0576,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-05",99.74729,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-06",99.51693,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-07",99.46114,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-08",99.50414,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-09",99.5482,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-10",99.52316,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-11",99.435,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2012-12",99.29829,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-01",99.13179,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-02",99.0025,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-03",99.00709,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-04",99.21591,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-05",99.48331,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-06",99.60913,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-07",99.44166,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-08",99.12212,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-09",98.83557,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-10",98.71374,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-11",98.70496,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2013-12",98.74232,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-01",98.79873,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-02",98.89583,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-03",99.09388,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-04",99.44099,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-05",99.82131,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-06",100.0709,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-07",100.0602,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-08",99.90761,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-09",99.75861,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-10",99.70683,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-11",99.71162,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2014-12",99.69612,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-01",99.58878,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-02",99.38513,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-03",99.06998,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-04",98.63584,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-05",98.21299,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-06",97.99432,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-07",98.14897,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-08",98.53183,
"ZAF","CCI","AMPLITUD","LTRENDIDX","M","2015-09",98.99175,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-05",96.92261,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-06",96.80294,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-07",97.00672,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-08",97.26488,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-09",97.34119,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-10",96.98709,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-11",96.72964,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2008-12",96.72215,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-01",96.72938,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-02",96.70325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-03",96.90585,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-04",97.35542,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-05",97.74226,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-06",97.90242,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-07",97.85706,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-08",97.90089,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-09",98.07931,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-10",98.10904,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-11",98.12312,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2009-12",98.29781,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-01",98.45973,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-02",98.51492,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-03",98.51183,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-04",98.49136,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-05",98.49009,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-06",98.39488,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-07",98.10996,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-08",97.93619,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-09",97.8853,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-10",97.9839,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-11",98.24146,
"USA","CCI","AMPLITUD","LTRENDIDX","M","2010-12",98.49253,
