"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"RUS","HHDI","NET","AGRWTH","A","2011",4.02718770582097,
"RUS","HHDI","NET","AGRWTH","A","2012",4.85260455162102,
"RUS","HHDI","NET","AGRWTH","A","2013",2.43098996185375,
"SVN","HHDI","NET","AGRWTH","A","2000",4.53721557576602,
"SVN","HHDI","NET","AGRWTH","A","2001",3.8892572157439,
"SVN","HHDI","NET","AGRWTH","A","2002",2.70068932066461,
"SVN","HHDI","NET","AGRWTH","A","2003",0.680033329646695,
"SVN","HHDI","NET","AGRWTH","A","2004",3.21795620667297,
"SVN","HHDI","NET","AGRWTH","A","2005",4.35775618023905,
"SVN","HHDI","NET","AGRWTH","A","2006",2.9913339651284,
"SVN","HHDI","NET","AGRWTH","A","2007",4.09969893024014,
"SVN","HHDI","NET","AGRWTH","A","2008",2.87403687909312,
"SVN","HHDI","NET","AGRWTH","A","2009",-0.731173195946593,
"SVN","HHDI","NET","AGRWTH","A","2010",-0.37850983048896,
"SVN","HHDI","NET","AGRWTH","A","2011",0.291446074794437,
"SVN","HHDI","NET","AGRWTH","A","2012",-3.69405760129731,
"SVN","HHDI","NET","AGRWTH","A","2013",-1.7761526238297,
"SVN","HHDI","NET","AGRWTH","A","2014",1.26110512999035,
"ZAF","HHDI","NET","AGRWTH","A","2009",0.909798156449191,
"ZAF","HHDI","NET","AGRWTH","A","2010",5.02676026826081,
"ZAF","HHDI","NET","AGRWTH","A","2011",4.74704223856159,
"ZAF","HHDI","NET","AGRWTH","A","2012",2.47542362768747,
"ZAF","HHDI","NET","AGRWTH","A","2013",3.18338304082488,
"ZAF","HHDI","NET","AGRWTH","A","2014",1.85570815535026,
"EA","HHDI","NET","AGRWTH","A","2001",2.99678397836139,
"EA","HHDI","NET","AGRWTH","A","2002",1.38494245582593,
"EA","HHDI","NET","AGRWTH","A","2003",1.31546618816508,
"EA","HHDI","NET","AGRWTH","A","2004",1.57351993372999,
"EA","HHDI","NET","AGRWTH","A","2005",1.10292772877484,
"EA","HHDI","NET","AGRWTH","A","2006",1.73462543229543,
"EA","HHDI","NET","AGRWTH","A","2007",1.59486049002475,
"EA","HHDI","NET","AGRWTH","A","2008",0.638345629492097,
"EA","HHDI","NET","AGRWTH","A","2009",0.599633596199076,
"EA","HHDI","NET","AGRWTH","A","2010",-0.505242870473993,
"EA","HHDI","NET","AGRWTH","A","2011",-0.069541860570037,
"EA","HHDI","NET","AGRWTH","A","2012",-1.6381650856137,
"EA","HHDI","NET","AGRWTH","A","2013",-0.424002761095853,
"EA","HHDI","NET","AGRWTH","A","2014",0.946514155893072,
"EU","HHDI","NET","AGRWTH","A","2001",3.39928020713149,
"EU","HHDI","NET","AGRWTH","A","2002",1.32359867127434,
"EU","HHDI","NET","AGRWTH","A","2003",1.76677628968002,
"EU","HHDI","NET","AGRWTH","A","2004",1.52954468206348,
"EU","HHDI","NET","AGRWTH","A","2005",1.4551704257627,
"EU","HHDI","NET","AGRWTH","A","2006",1.82853805282169,
"EU","HHDI","NET","AGRWTH","A","2007",1.82870402634432,
"EU","HHDI","NET","AGRWTH","A","2008",1.19297201406726,
"EU","HHDI","NET","AGRWTH","A","2009",1.36454401940341,
"EU","HHDI","NET","AGRWTH","A","2010",-0.363423832493349,
"EU","HHDI","NET","AGRWTH","A","2011",-0.082722705359426,
"EU","HHDI","NET","AGRWTH","A","2012",-1.0104309786834,
"EU","HHDI","NET","AGRWTH","A","2013",-0.064384247845331,
"EU","HHDI","NET","AGRWTH","A","2014",0.899694413102382,
